"X","X.1","","cor"
"IRF1","IRF9","0.000150720135838167","0.26746781431998"
"IRF1","TNF","6.39679400338267e-07","0.346753123783083"
"IRF1","IRAK4","2.74057176952169e-09","0.408666126323713"
"MAP2K1","PPARG","0.0175366735493965","0.169515856079972"
"E2F5","E2F2","0.00507666734266854","0.199413300222815"
"PLEKHO2","PDGFRB","3.80463980038659e-05","0.289734289797277"
"ENTPD4","NPC1","8.61605009561117e-10","0.420309538968008"
"FDPS","TMPRSS2","0.0420573908677753","0.145368410245399"
"FDPS","GGPS1","0.000217272769123866","0.261215392503659"
"CXCR4","HSPA6","0.00430207320336473","0.20310619311151"
"PPARG","VEGFC","0.000175775053731231","0.264857490238386"
"PPARG","APPL1","0.000122371332251348","0.270962795047325"
"TPP1","GNS","3.31084693432349e-05","0.291881768837495"
"TPP1","LIPA","1e-30","0.691717666948311"
"CRTC3","AKT3","2.06671313494056e-05","0.299036135653256"
"LEFTY1","BMP6","3.30335758746969e-12","0.470839632243471"
"LEFTY1","TNF","0.0480012266768091","0.14143369334638"
"LEFTY1","ZFYVE9","0.00503822222492589","0.19958423299164"
"PRLR","CISH","0.00440895732138058","0.202562688061877"
"ACVR1","TNFRSF21","0.00127452481686174","0.228527097582307"
"ACVR1","CXCL6","0.00123551035738112","0.229141412994716"
"ACVR1","SMAD7","0.000802848246534538","0.237499330030998"
"BAX","HIP1","0.00670659213580715","0.193057737161641"
"FAS","EGR3","4.02290224199575e-06","0.322520128374418"
"SLC33A1","ST3GAL1","0.003200167822488","0.209556473388409"
"ALDOA","AKR1A1","0.00478625395864918","0.200734402507482"
"CFLAR","CD3E","3.90438792408077e-11","0.449427063324795"
"CFLAR","IRAK4","2.21481943896151e-09","0.410843101508036"
"AKT3","SH2B3","1.78617121093794e-11","0.456369547495438"
"AKT3","DUSP22","0.00814270995331245","0.188514850959195"
"TNFSF10","CD46","0.0276725951765404","0.157304036011801"
"TAF5","CHUK","0.00313462969678646","0.210000651121088"
"BMP6","ZFYVE9","3.66988690043701e-05","0.290292996553482"
"BMP6","TNF","0.0117964122335812","0.179554020309062"
"HEXA","NPC2","2.5468903340542e-05","0.295887860853472"
"ATP1B3","COX7B","0.002974251102003","0.211124091129469"
"RRAGD","PRKAA1","0.0442211420643903","0.143885123784039"
"CDC23","VDAC1","0.00135788984049201","0.227270165729941"
"COL4A2","FLT1","0.00184186446200263","0.221126186991818"
"COL4A2","TCF7L1","0.000273385282148597","0.257207641988282"
"IL6R","CCR7","2.23301910295959e-09","0.410759745464835"
"IL6R","TNFRSF1B","1e-30","0.570116905221393"
"IL6R","NGF","0.00426166018910124","0.203314862448192"
"CD3E","HLA-E","2.66453525910038e-15","0.525738313576893"
"SYNJ2","ITPKB","0.045879944346146","0.142788621970463"
"UQCRFS1","COX7B","0.000295279736175713","0.255849185595799"
"GALNT10","ST3GAL1","0.0221253326405439","0.163388710974736"
"PIP5K1B","RAB11FIP5","0.0235762754768669","0.161680502635094"
"JAK2","CXCL5","0.0327244719296402","0.15261349170942"
"CCND1","PPP2R2A","0.00456209290710485","0.201804289867077"
"CCND1","POLD3","1.22906929078681e-05","0.306713118624348"
"CXCL6","FLT1","9.7660275422129e-08","0.36958284690724"
"CXCL6","CCL1","0.0282246361136225","0.156757461842351"
"NR4A3","FLT1","6.62621546521081e-07","0.346307527200439"
"CXCL6","IRAK4","0.0261731264569196","0.158837225520304"
"CXCL6","PDGFD","2.12504361867261e-05","0.298618812691902"
"HMGA2","FLT1","1.61293201017543e-12","0.476785426889403"
"TAOK2","MAP3K11","0.00142766801496963","0.226271266379402"
"LAMP3","CTSS","1.15811720657888e-07","0.367583956188034"
"RUNX1T1","FGF2","0.0307203406734073","0.154394976105019"
"RUNX1T1","HOXA10","0.0246858203794034","0.160434293286229"
"PIK3R3","PSMD14","0.0010103556297969","0.233078581789493"
"UQCRB","ACTC1","0.0143366224070103","0.174678751649067"
"ACADM","ACSL1","4.90052443069544e-13","0.486420595095749"
"NPC2","GALC","0.0020517889517806","0.218911247452327"
"VAMP3","SNAP23","0.00233388953417379","0.21623935841015"
"RAB11FIP1","ERBB3","0.0012925208824619","0.228249520150889"
"ACSL1","PEX13","0.00279006556716377","0.212484056707254"
"TNFSF9","LTA","1.11022302462516e-15","0.531367160879274"
"PDGFRB","SSH1","2.9770235077109e-06","0.32663240308442"
"PDGFRB","STK11","0.0197790892090184","0.166367512135208"
"RAB11FIP5","FLT1","1.04789625998691e-06","0.34044783894541"
"STX7","STX12","0.00140737789434797","0.226557036159341"
"RAB11FIP5","ADRBK2","0.00367658485152811","0.206554412240942"
"MAP3K4","DUSP2","0.0186277758405287","0.167942852590832"
"PPP2R2A","STAT3","0.00661635758174972","0.193371307876929"
"PPP2R2A","PIK3CA","0.0192307573955133","0.167107585481356"
"PPP2R2A","LAMA3","0.00336341356842551","0.208484860559807"
"PPP2R2A","PDGFD","0.0316404759131363","0.153565150512645"
"CAPN2","ITGB1","5.8246355583158e-07","0.347934701933968"
"MAP3K8","ATF2","0.0251648814959087","0.159911062879382"
"DUSP9","NGF","0.00068934223387318","0.240386241678357"
"LAMA3","FLT1","3.01929588342187e-05","0.293296288874069"
"ATF2","PDGFD","2.37231787103553e-07","0.35902382770424"
"SGSH","PLA2G15","6.76819564571218e-06","0.31526903599215"
"ZFYVE16","TSG101","1.17788751530234e-06","0.338933477643619"
"TP53","TMPRSS2","0.0144137508830271","0.174542961605972"
"RFX5","CORO1A","1.31571765304983e-06","0.337493004168697"
"GNS","CTSS","0.00122166664801648","0.229363672705477"
"ATF6","PSEN2","0.00500855258058475","0.199716950481271"
"FLT1","EDA2R","0.00106626849076941","0.232030868520225"
"FLT1","ZFYVE9","0.00957963115442828","0.184633349654165"
"FLT1","F2R","0.0020903110718602","0.218527373039965"
"FLT1","SMAD7","0.00676472665418282","0.192857703397788"
"TIAM1","PRKCZ","0.0268748142421371","0.158110639991227"
"FLT1","TNF","0.00273236946000477","0.212926820579599"
"FLT1","CCL1","0.0211949207348097","0.164535686441088"
"MCM6","E2F1","5.35127497869325e-14","0.503566373742613"
"MCM6","CUL1","0.0181450138206334","0.168628680457527"
"PRKACA","DVL1","0.0493391685210396","0.140604581728412"
"RPS6KA6","RRAGC","0.0234032115314844","0.161879414347853"
"TSG101","ERBB3","0.000487017637836873","0.246840972583956"
"IGF1","PDGFD","1e-30","0.693014123191597"
"SENP2","POM121","5.66410046554111e-06","0.317772529767053"
"SQSTM1","IRF9","0.04044609775233","0.146515179085626"
"NFYC","SPHK2","0.00308449219170326","0.210346160421105"
"PAPSS2","GMPS","0.0197037883975419","0.16646808281614"
"DHX15","CDC40","0.038443807907576","0.147995052744845"
"B2M","TNF","0.000636779142991983","0.241874906875471"
"MAP3K14","MAP3K11","4.07261084234278e-06","0.322351108498717"
"MAP3K14","TNF","0.0261418223234653","0.158870027869174"
"MAP3K14","DUSP2","0.000262374744832039","0.257929501656511"
"MAP3K14","IRAK4","0.000236161216996544","0.25976846081096"
"EGR3","CHUK","0.0371250670205341","0.14900562648409"
"RNASEL","IRAK4","9.99343582686052e-06","0.309710630604825"
"MT1X","MT2A","1e-30","0.879743775410523"
"E2F1","CASP8","0.0222762438478221","0.163206613760321"
"E2F1","TNF","0.031179280761489","0.153978473646433"
"E2F1","TCF7L1","0.00529353622678164","0.198470270837523"
"ADCY3","EGR2","0.00383740184952597","0.205620119133796"
"CANT1","TK1","1.95399252334028e-14","0.511018396377639"
"PIK3CA","KPNA2","0.0371339913662356","0.14899868644379"
"PIK3CA","IRF9","0.0013145227488498","0.227914925052406"
"CCR7","TNFRSF1B","1e-30","0.610147021094367"
"VDAC1","IRF9","0.0490150288371343","0.140803713178356"
"TNFRSF13B","CXCL5","0.00567671097818456","0.196885627733228"
"NR4A1","NGF","0.0281798975856069","0.156801415247984"
"SMAD7","TNF","0.0377971763620613","0.148486858089462"
"GALE","GMPPA","2.78440343557396e-05","0.294532967260113"
"CHD4","SCRIB","4.9322678830066e-08","0.377459988808374"
"IRF5","IRAK4","8.9846339257349e-07","0.342428159385687"
"AP2B1","ERBB3","0.021449199414219","0.164217969488655"
"CTSS","CASP8","0.000523311025368844","0.245519585392558"
"CTSS","HSPA6","1.64069031289849e-05","0.302472844335308"
"CTSS","IRAK4","1.0947211004364e-07","0.36824556460803"
"MAPK3","HIST2H2BE","0.00181501812769591","0.221425863450951"
"CASP8","IRAK4","0.000672535238487093","0.240850504721284"
"LTA","CD70","4.65622922507514e-06","0.320501283828666"
"KPNA2","IRF9","0.0336105137176601","0.151855316437279"
"RBL1","PKMYT1","2.2101254160134e-10","0.433455140765241"
"HSPA6","TNF","0.0121752048659398","0.178771756608974"
"HSPA6","DUSP2","0.000871899010065569","0.235922105964649"
"HSPA6","IRAK4","0.0478232064553423","0.141545458331694"
"LIF","TNF","0.0334428999228509","0.151997429309422"
"TNF","DUSP2","0.000146223971946524","0.267978762862068"
"SEMA4F","NTN1","5.14130021096459e-05","0.285023050097355"
"ABCG4","ABCD2","6.47031818301613e-06","0.315903896923647"
"ERBB3","P2RX4","6.47643134095155e-05","0.281352951802876"
"ERBB3","PRKCZ","0.00300481118761331","0.210905859522362"
"PRKCZ","STK11","0.00445902373813833","0.202312165132715"
